web-scraper-order,web-scraper-start-url,listinglinks,listinglinks-href,stocknumber,mileage,price,Dealer,Header,Dealerindetails,vin,Dealership Full Name
1623670419-1236,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=14,"Save this listing2017 Nissan Sentra SVDescription: Used 2017 Nissan Sentra SV for sale - $14,495 - 76,549 km with Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Grey$14,495$280/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $14,495 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.76,549 kmHIGH PRICE$1,660 ABOVEDealer4.8(5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueRead 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=290421776,B6739,"76,549 kilometres","$14,495 ",Carloft Kingston,"2017 Nissan Sentra SV - $14,495",null,3N1AB7AP4HL679176,Carloft Kingston
1623642540-57,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=93,"Save this listing2021 RAM 1500 TRX Crew Cab 4WDDescription: Used 2021 RAM 1500 TRX Crew Cab 4WD for sale - $140,888 - 3,970 km with Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Bluetooth, Adaptive Suspension, Remote Start, Parking Sensors, Heated SeatsCertified Pre-Owned: NoTransmission: 8-Speed AutomaticColour: Black$140,888$2,718/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $140,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.3,970 kmFAIR DEAL$1,226 BELOWKingston, ON (2 km)(613) 801-8017Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303281122,4819,"3,970 kilometres","$140,888 ",Paulette Auto Sales,"2021 RAM 1500 TRX Crew Cab 4WD - $140,888",null,1C6SRFU93MN902345,Paulette Auto Sales
1623651315-465,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=66,"Save this listing2021 Buick Encore GX Select AWDDescription: Used 2021 Buick Encore GX Select AWD for sale - $30,998 - 945 km with Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: 9-Speed AutomaticColour: Chili Red Metallic$30,998$598/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $30,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.945 kmGOOD DEAL$2,667 BELOWDealer4.8(8)CarGurus UserMay 15, 2021good 1st impressionCarGurus UserApr. 5, 2021Ended up purchasing a used 2015 Toyota Tacoma from Taylor Automall. Highly recommend Donna and Jenn. They are awesome women who treat you with respect and walk you through the whole process with confidence, ensuring that you understand what is happening at every step of the way. CarGurus UserMar. 15, 2021ExcellentRead 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request InformationAuthorized Buick Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=299828169,21394A,945 kilometres,"$30,998 ",Taylor Automall,"2021 Buick Encore GX Select AWD - $30,998",null,KL4MMESL0MB042134,Taylor Automall
1623650749-439,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=67,"Save this listing2020 Chevrolet Equinox 1.5T Premier AWDDescription: Used 2020 Chevrolet Equinox 1.5T Premier AWD for sale - $31,998 - 26,741 km with Leather Seats, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Silver Ice Metallic$31,998$618/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $31,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.26,741 kmFAIR DEAL$197 ABOVEDealer4.8(8)CarGurus UserFeb. 22, 2021Taylor Auto Mall were very helpful and with the present restrictions on travel went out of their 
way to make sure I was satisfied.  I give Mike Haslam  5 stars.CarGurus UserFeb. 29, 2020I inquired about the car.  A sales agent replied promptly with the pertinent 
information and offered to be of assistance if I wanted to take it for a test 
drive.  As it turns out, the colour wasn't to my liking so I didn't proceed.  CarGurus UserFeb. 23, 2020Quick response to my queries. This dealership is in a dream world. Car on the market for 200 + days means it’s priced to high when you look at the Comparables. Not willing to negotiate. Just flat no to an offer albeit low. Read 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request InformationAuthorized Chevrolet Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=297336161,P01196,"26,741 kilometres","$31,998 ",Taylor Automall,"2020 Chevrolet Equinox 1.5T Premier AWD - $31,998",null,2GNAXXEV7L6223748,Taylor Automall
1623646298-239,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=81,"Save this listing2016 RAM 2500 Power Wagon Laramie Crew Cab 4WDDescription: Used 2016 RAM 2500 Power Wagon Laramie Crew Cab 4WD for sale - $44,498 - 154,675 km with LE Package, Leather Seats, Sunroof/Moonroof, Power Package, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Premium Package, Heated Seats, Tow Package, Quick Order PackageCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Red$44,498$859/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $44,498 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.154,675 kmUNCERTAINDealer4.7(61)CarGurus UserMay 19, 2021Very helpful Guru9V9715May 12, 2021Sarah was very bubbly, positive & helpful. Good experienceCarGurus UserApr. 2, 2021Great shopping experience!  Ben Kennedy is 
terrific.Read 58 more dealer reviews...Kingston, ON (3 km)(343) 307-0450Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300966650,CT21-348,"154,675 kilometres","$44,498 ",Car One,"2016 RAM 2500 Power Wagon Laramie Crew Cab 4WD - $44,498",null,3C6TR5FJ1GG205095,Car One
1623650888-446,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=67,"Save this listing2018 BMW X1 xDrive28i AWDDescription: Used 2018 BMW X1 xDrive28i AWD for sale - $31,995 - 54,003 km with Alloy Wheels, Backup Camera, Parking Sensors, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Silver$31,995$618/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $31,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.54,003 kmHIGH PRICE$1,636 ABOVEDealer4.8(5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302859087,B7505,"54,003 kilometres","$31,995 ",Carloft Kingston,"2018 BMW X1 xDrive28i AWD - $31,995",null,WBXHT3C35J5F92121,Carloft Kingston
1623656301-682,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=51,"Save this listing2017 Dodge Grand Caravan SXT FWDDescription: Used 2017 Dodge Grand Caravan SXT FWD for sale - $24,995 - 16,141 km with Third Row SeatingCertified Pre-Owned: NoTransmission: AutomaticColour: Billet Clear Coat$24,995$483/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $24,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.16,141 kmHIGH PRICE$2,207 ABOVEDealer4.8(5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302079673,B7429,"16,141 kilometres","$24,995 ",Carloft Kingston,"2017 Dodge Grand Caravan SXT FWD - $24,995",null,2C4RDGBG9HR586861,Carloft Kingston
1623652173-502,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=63,"Save this listing2018 Volvo S60 T5 Dynamic AWDDescription: Used 2018 Volvo S60 T5 Dynamic AWD for sale - $29,495 - 39,052 km with Sunroof/Moonroof, Backup Camera, Blind Spot Monitoring, Parking SensorsCertified Pre-Owned: NoTransmission: AutomaticColour: Charcoal$29,495$569/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $29,495 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.39,052 kmFAIR DEAL$10 ABOVEDealer4.8(5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301785157,B7418,"39,052 kilometres","$29,495 ",Carloft Kingston,"2018 Volvo S60 T5 Dynamic AWD - $29,495",null,YV140MTL7J2461954,Carloft Kingston
1623659418-813,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=42,"Save this listing2019 Mitsubishi Outlander ES AWC AWDDescription: Used 2019 Mitsubishi Outlander ES AWC AWD for sale - $21,995 - 41,289 km with Alloy Wheels, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: Red$21,995$425/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $21,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.41,289 kmFAIR DEAL$603 BELOWDealer4.8(6)CarGurus UserNov. 15, 2020Joe was great -- contacted me by phone right away, and was v. helpful with information, 
both on the phone and later answering my questions via email.CarGurus UserApr. 26, 2020Autohouse was awesome and I bought the car, 
very pleased with their service and great attitude!CarGurus UserSep. 26, 2019Very professional and friendly. Willing to go the distance!Read 3 more dealer reviews...Kingston, ON (3 km)(613) 706-3404Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=281983142,9057,"41,289 kilometres","$21,995 ",AutoHouse Kingston,"2019 Mitsubishi Outlander ES AWC AWD - $21,995",null,JA4AZ2A34KZ606926,AutoHouse Kingston
1623655880-663,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=52,"Save this listingNEW: Just added2016 Jeep Cherokee Trailhawk 4WDDescription: Used 2016 Jeep Cherokee Trailhawk 4WD for sale - $24,995 - 80,400 km with Bluetooth, Tow PackageCertified Pre-Owned: NoTransmission: 9-Speed AutomaticColour: Black$24,995$483/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $24,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.80,400 kmFAIR DEAL$263 ABOVEDealer4.8(6)NanacoulmoonMay 14, 2020Quick to respond considering 
covid-19. CarGurus UserApr. 26, 2020Autohouse was awesome and I bought the car, 
very pleased with their service and great attitude!CarGurus UserSep. 26, 2019Very professional and friendly. Willing to go the distance!Read 3 more dealer reviews...Kingston, ON (3 km)(613) 706-3404Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304926021,9925,"80,400 kilometres","$24,995 ",AutoHouse Kingston,"2016 Jeep Cherokee Trailhawk 4WD - $24,995",null,1C4PJMBS2GW192398,AutoHouse Kingston
1623672454-1308,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=9,"Save this listing2017 Nissan Altima 2.5 SDescription: Used 2017 Nissan Altima 2.5 S for sale - $12,995 - 111,002 km with Bluetooth, Backup Camera, Remote Start, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Black$12,995$251/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $12,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.111,002 kmFAIR DEAL$803 BELOWDealer4.8(5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=291900019,B6732A,"111,002 kilometres","$12,995 ",Carloft Kingston,"2017 Nissan Altima 2.5 S - $12,995",null,1N4AL3AP7HN342820,Carloft Kingston
1623674655-1383,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=4,"Save this listing2014 Dodge Dart SXT FWDDescription: Used 2014 Dodge Dart SXT FWD for sale - $9,999 - 103,178 km with Sunroof/Moonroof, Navigation System, Alloy Wheels, Appearance Package, SXT Package, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: 6-Speed ManualColour: Blue$9,999$193/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $9,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.103,178 kmFAIR DEAL$266 ABOVEKingston, ON (2 km)(613) 801-8017Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301050390,4879,"103,178 kilometres","$9,999 ",Paulette Auto Sales,"2014 Dodge Dart SXT FWD - $9,999",null,1C3CDFBB0ED857619,Paulette Auto Sales
1623659503-817,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=42,"Save this listing2017 Mercedes-Benz B-Class B 250 Sports Tourer AWDDescription: Used 2017 Mercedes-Benz B-Class B 250 Sports Tourer AWD for sale - $21,995 - 37,461 km with Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: White$21,995$425/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $21,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.37,461 kmFAIR DEAL$914 ABOVEDealer4.8(5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=298257284,UCP2509,"37,461 kilometres","$21,995 ",Carloft Kingston,"2017 Mercedes-Benz B-Class B 250 Sports Tourer AWD - $21,995",null,WDDMH4GB8HJ439533,Carloft Kingston
1623642529-56,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=93,"Save this listing2021 RAM 1500 TRX Crew Cab 4WDDescription: Used 2021 RAM 1500 TRX Crew Cab 4WD for sale - $143,998 - 3,913 km with Leather Seats, Sunroof/Moonroof, Customer Preferred Package, Navigation System, Adaptive Cruise Control, Preferred Package, Adaptive Suspension, Premium Wheels, Blind Spot Monitoring, Parking Sensors, Heated Seats, Tow Package, Android Auto, Quick Order Package, CarPlay, Multi Zone Climate Control, LE Package, Bluetooth, Backup CameraCertified Pre-Owned: NoTransmission: 8-Speed AutomaticColour: Black$143,998$2,778/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $143,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.3,913 kmFAIR DEAL$1,868 ABOVEDealer4.7(61)CarGurus UserMay 19, 2021Very helpful Guru9V9715May 12, 2021Sarah was very bubbly, positive & helpful. Good experienceCarGurus UserApr. 2, 2021Great shopping experience!  Ben Kennedy is 
terrific.Read 58 more dealer reviews...Kingston, ON (3 km)(343) 307-0450Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300183886,CT21-302,"3,913 kilometres","$143,998 ",Car One,"2021 RAM 1500 TRX Crew Cab 4WD - $143,998",null,1C6SRFU95MN902377,Car One
1623670612-1244,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=14,"Save this listing2016 Hyundai Elantra GL Sedan FWDDescription: Used 2016 Hyundai Elantra GL Sedan FWD for sale - $13,999 - 37,304 km with Steel Wheels, Bluetooth, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: GREY$13,999$270/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $13,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.37,304 kmHIGH PRICE$1,863 ABOVEDealer4.7(3)Guru9DNRZXNov. 29, 2020They were actually really great best ones I’ve dealt with in a long time we’ll go back to themCarGurus UserSep. 6, 2019The woman I spoke with was great and I would definitely deal with them in the future!Read 1 more dealer review...Kingston, ON (3 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300833657,J9192,"37,304 kilometres","$13,999 ",null,"2016 Hyundai Elantra GL Sedan FWD - $13,999",James Braden Nissan,5NPDH4AE7GH659900,James Braden Nissan
1623674432-1377,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=5,"Save this listing2015 Chevrolet Trax LS FWDDescription: Used 2015 Chevrolet Trax LS FWD for sale - $10,888 - 109,630 km with BluetoothCertified Pre-Owned: NoTransmission: Manual$10,888$210/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $10,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.109,630 kmFAIR DEAL$73 ABOVEDealer4.4(7)GuruLY4P7Jan. 19, 2021GreatCarGurus UserJan. 17, 2020Quick response. Vehicle sold. CarGurus UserDec. 18, 2019Quick and prompt. Gave me all the info I needed Read 4 more dealer reviews...Kingston, ON (2 km)(855) 939-1150Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=295757146,21Y275,"109,630 kilometres","$10,888 ",Petrie Ford,"2015 Chevrolet Trax LS FWD - $10,888",null,3GNCJKSB7FL242761,Petrie Ford
1623647797-306,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=76,"Save this listing2016 Chevrolet Silverado 1500 LTZ Crew Cab 4WDDescription: Used 2016 Chevrolet Silverado 1500 LTZ Crew Cab 4WD for sale - $39,900 - 110,245 km with Bluetooth, Backup Camera, Remote Start, Heated SeatsCertified Pre-Owned: NoTransmission: Automatic$39,900$770/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $39,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.110,245 kmFAIR DEAL$932 ABOVEDealer5(6)CarGurus UserDec. 26, 2020Very helpful . Gave me all the info about the vehicle that I requested CarGurus UserOct. 18, 2020We have dealt with quite a few dealerships.  This dealership goes above and beyond to satisfy their customer by far.  Very personable employees from the car detailer to the salesman, Ryan B and Paul.  Ryan B got back to me promptly on the initial inquiry.  The vehicle was ready for test drive when we arrived.  The listing was accurate regarding the condition of the vehicle.  Will attend this dealership for any future purchases or repairs.   CarGurus UserJul. 8, 2019Friendly and prompt service. Bought the car. Read 3 more dealer reviews...Gananoque, ON (31 km)Request InformationAuthorized Chevrolet Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303448869,P10526A,"110,245 kilometres","$39,900 ",null,"2016 Chevrolet Silverado 1500 LTZ Crew Cab 4WD - $39,900",Gananoque Chevrolet,3GCUKSEC1GG140364,Gananoque Chevrolet
