web-scraper-order,web-scraper-start-url,listinglinks,listinglinks-href,stocknumber,mileage,price,Dealer,Header,Dealerindetails,vin,Dealership Full Name
1623039148-515,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=62,"Save this listing2015 Dodge Challenger SXT Plus RWDsee listing detailsDescription: Used 2015 Dodge Challenger SXT Plus RWD for sale - $28,495 - 82,307 km with Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heat Package, Parking Sensors, Heated Seats, Premium Sound Package, Sound PackageCertified Pre-Owned: NoTransmission: AutomaticColour: Granite Crystal Metallic$28,495$550/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $28,495 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.82,307 kmGREAT DEAL$3,982 BELOWDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303027891,B7630,"82,307 kilometres","$28,495 ",Carloft Kingston,"2015 Dodge Challenger SXT Plus RWD - $28,495",null,2C3CDZBG6FH833696,Carloft Kingston
1623050808-1152,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=20,"Save this listing2015 FIAT 500L Loungesee listing detailsDescription: Used 2015 FIAT 500L Lounge for sale - $16,495 - 43,098 km with Leather Seats, Alloy Wheels, Backup Camera, Parking Sensors, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Nero (black)$16,495$319/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $16,495 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.43,098 kmHIGH PRICE$2,427 ABOVEDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueRead 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300435739,B7333,"43,098 kilometres","$16,495 ",Carloft Kingston,"2015 FIAT 500L Lounge - $16,495",null,ZFBCFACH5FZ035451,Carloft Kingston
1623040166-577,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=58,"Save this listing2019 Dodge Grand Caravan GT FWDsee listing detailsDescription: Used 2019 Dodge Grand Caravan GT FWD for sale - $26,995 - 69,623 km with Leather Seats, Power Package, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Heated Seats, Premium Sound Package, Sound Package, Multi Zone Climate ControlCertified Pre-Owned: NoTransmission: AutomaticColour: White Knuckle Clear Coat$26,995$521/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $26,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.69,623 kmFAIR DEAL$323 BELOWDealer4.8  (5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302650452,B7476,"69,623 kilometres","$26,995 ",Carloft Kingston,"2019 Dodge Grand Caravan GT FWD - $26,995",null,2C4RDGEG1KR677402,Carloft Kingston
1623053228-1264,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=12,"Save this listing2019 Nissan Micra SV FWDsee listing detailsDescription: Used 2019 Nissan Micra SV FWD for sale - $13,888 - 37,000 km with Bluetooth, Backup CameraCertified Pre-Owned: NoTransmission: AutomaticColour: Gray$13,888$268/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $13,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.37,000 kmFAIR DEAL$140 BELOWDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=296608016,UCP2459,"37,000 kilometres","$13,888 ",Carloft Kingston,"2019 Nissan Micra SV FWD - $13,888",null,3N1CK3CP3KL220629,Carloft Kingston
1623046223-919,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=35,"Save this listing2019 Volkswagen Jetta 1.4T Comfortline FWDsee listing detailsDescription: Used 2019 Volkswagen Jetta 1.4T Comfortline FWD for sale - $19,995 - 33,992 km with Bluetooth, Backup Camera, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$19,995$386/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $19,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.33,992 kmFAIR DEAL$842 ABOVEDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302755425,B7489,"33,992 kilometres","$19,995 ",Carloft Kingston,"2019 Volkswagen Jetta 1.4T Comfortline FWD - $19,995",null,3VWC57BU1KM265580,Carloft Kingston
1623045931-903,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=36,"Save this listing2018 Ford EcoSport SE AWDsee listing detailsDescription: Used 2018 Ford EcoSport SE AWD for sale - $19,995 - 74,753 km with Sunroof/Moonroof, Backup Camera, Parking Sensors, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$19,995$386/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $19,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.74,753 kmHIGH PRICE$2,351 ABOVEDealer4.4  (7)GuruLY4P7Jan. 19, 2021GreatCarGurus UserJan. 17, 2020Quick response. Vehicle sold. CarGurus UserDec. 18, 2019Quick and prompt. Gave me all the info I needed Read 4 more dealer reviews...Kingston, ON (2 km)(855) 939-1150Request InformationAuthorized Ford Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302848920,21Y271,"74,753 kilometres","$19,995 ",Petrie Ford,"2018 Ford EcoSport SE AWD - $19,995",null,MAJ6P1UL5JC176743,Petrie Ford
1623031785-40,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=94,"Save this listingNEW: Just added2017 Chevrolet Cruze LT Hatchback FWDsee listing detailsDescription: Used 2017 Chevrolet Cruze LT Hatchback FWD for sale22,300 km with Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoColour: Cajun redNo Price Listed22,300 kmNO PRICE ANALYSISDealer4.8  (8)CarGurus UserFeb. 22, 2021Taylor Auto Mall were very helpful and with the present restrictions on travel went out of their 
way to make sure I was satisfied.  I give Mike Haslam  5 stars.CarGurus UserFeb. 29, 2020I inquired about the car.  A sales agent replied promptly with the pertinent 
information and offered to be of assistance if I wanted to take it for a test 
drive.  As it turns out, the colour wasn't to my liking so I didn't proceed.  CarGurus UserFeb. 23, 2020Quick response to my queries. This dealership is in a dream world. Car on the market for 200 + days means it’s priced to high when you look at the Comparables. Not willing to negotiate. Just flat no to an offer albeit low. Read 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request InformationAuthorized Chevrolet Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304529756,P01291,"22,300 kilometres",null,Taylor Automall,2017 Chevrolet Cruze LT Hatchback FWD,null,3G1BE6SM9HS610442,Taylor Automall
1623032505-114,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=89,"Save this listing2021 Toyota Tacoma TRD Sport Double Cab LB 4WDsee listing detailsDescription: Used 2021 Toyota Tacoma TRD Sport Double Cab LB 4WD for sale - $61,897 -  with Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Steel Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Premium Package, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Green$61,897$1,194/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $61,897 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.NO PRICE ANALYSISDealer4.8  (8)GuruR1PX4Feb. 15, 2020The salesperson I was dealing with was Lucas.
He was extremely professional and helpful.
I would definitely recommend this dealership to anyone looking for a ToyotaCarGurus UserJan. 29, 2020I received an email reply promptly.ClublinksterJun. 14, 2019They contacted me after I had already purchased another dealer. I explained this 
and that we do not live anywhere near this dealership. They were polite and 
respectful. They did not close any doors.Read 5 more dealer reviews...Kingston, ON (4 km)Request InformationAuthorized Toyota Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303655938,P19429,---,"$61,897 ",null,"2021 Toyota Tacoma TRD Sport Double Cab LB 4WD - $61,897",Kingston Toyota,5TFDZ5BN2MX059061,Kingston Toyota
1623050064-1115,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=22,"Save this listing2020 Hyundai Elantra Preferred Sedan FWDsee listing detailsDescription: Used 2020 Hyundai Elantra Preferred Sedan FWD for sale - $16,895 - 39,197 km with Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: White$16,895$326/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $16,895 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.39,197 kmGOOD DEAL$1,297 BELOWDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=294303219,B6953,"39,197 kilometres","$16,895 ",Carloft Kingston,"2020 Hyundai Elantra Preferred Sedan FWD - $16,895",null,KMHD84LF0LU922729,Carloft Kingston
1623047407-982,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=31,"Image Not AvailableSave this listingNEW: Just added2019 Toyota Corolla LEsee listing detailsDescription: Used 2019 Toyota Corolla LE for sale - $18,795 - 57,738 km with Adaptive Cruise Control, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Charcoal$18,795$363/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $18,795 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.57,738 kmHIGH PRICE$639 ABOVEDealer4.8  (5)CarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303951623,B7628,"57,738 kilometres","$18,795 ",Carloft Kingston,"2019 Toyota Corolla LE - $18,795",null,2T1BURHE7KC160368,Carloft Kingston
1623036996-385,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=71,"Save this listing2018 Buick Enclave Premium AWDsee listing detailsDescription: Used 2018 Buick Enclave Premium AWD for sale - $33,900 - 90,930 km with Navigation System, Technology Package, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Parking Sensors, Heated Seats, Premium Sound Package, Android Auto, Sound Package, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: White Frost Tricoat$33,900$654/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $33,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.90,930 kmFAIR DEAL$1,237 BELOWDealer5  (6)CarGurus UserDec. 26, 2020Very helpful . Gave me all the info about the vehicle that I requested CarGurus UserOct. 18, 2020We have dealt with quite a few dealerships.  This dealership goes above and beyond to satisfy their customer by far.  Very personable employees from the car detailer to the salesman, Ryan B and Paul.  Ryan B got back to me promptly on the initial inquiry.  The vehicle was ready for test drive when we arrived.  The listing was accurate regarding the condition of the vehicle.  Will attend this dealership for any future purchases or repairs.   CarGurus UserJul. 8, 2019Friendly and prompt service. Bought the car. Read 3 more dealer reviews...Gananoque, ON (31 km)Request InformationAuthorized Buick Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300828584,P10504,"90,930 kilometres","$33,900 ",null,"2018 Buick Enclave Premium AWD - $33,900",Gananoque Chevrolet,5GAEVBKWXJJ142874,Gananoque Chevrolet
1623047025-961,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=32,"Save this listing2018 Jeep Compass North FWDsee listing detailsDescription: Used 2018 Jeep Compass North FWD for sale - $18,995 - 85,000 km with Alloy Wheels, Heated SeatsCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Dark Blue$18,995$367/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $18,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.85,000 kmFAIR DEAL$677 BELOWDealer4.3  (7)CarGurus UserJul. 9, 2020Good CarGurus UserMar. 3, 2020Knowledgeable and helpful but there are extra financing fees.CarGurus UserOct. 27, 2019The dealer did reply but did not address the question asked as to whether a free carfax was available for this vehicle.Read 4 more dealer reviews...Kingston, ON (0 km)(613) 777-1940Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=294802317,210071,"85,000 kilometres","$18,995 ",My Car Kingston,"2018 Jeep Compass North FWD - $18,995",null,3C4NJCBB9JT251610,My Car Kingston
1623037592-419,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=68,"Save this listingNEW: Just added2019 Subaru Outback 3.6R Limited AWDsee listing detailsDescription: Used 2019 Subaru Outback 3.6R Limited AWD for sale - $31,998 - 84,343 km with Sunroof/Moonroof, Navigation System, Alloy Wheels, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: White$31,998$618/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $31,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.84,343 kmFAIR DEAL$1,132 ABOVEDealer4.7  (62)CarGurus UserApr. 1, 2021They were prompt and courteous . CarGurus UserMar. 21, 2021Quick and courteous response to my enquiry CarGurus UserMar. 11, 2021They did answer all my questions and concerns Read 59 more dealer reviews...Kingston, ON (3 km)(343) 307-0450Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304258935,CT21-497,"84,343 kilometres","$31,998 ",Car One,"2019 Subaru Outback 3.6R Limited AWD - $31,998",null,4S4BSFNC2K3263855,Car One
1623052243-1218,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=15,"Save this listing2014 Audi A4 2.0T quattro Komfort AWDsee listing detailsDescription: Used 2014 Audi A4 2.0T quattro Komfort AWD for sale - $14,888 - 109,125 km with Leather Seats, Sunroof/Moonroof, Alloy Wheels, Bluetooth, Heated SeatsCertified Pre-Owned: NoTransmission: 8-Speed AutomaticColour: White$14,888$288/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $14,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.109,125 kmFAIR DEAL$199 BELOWKingston, ON (2 km)(613) 801-8017Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302998409,4802,"109,125 kilometres","$14,888 ",Paulette Auto Sales,"2014 Audi A4 2.0T quattro Komfort AWD - $14,888",null,WAUBFCFL5EN030922,Paulette Auto Sales
1623034203-210,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=82,"Save this listing2019 Honda Odyssey Touring FWDsee listing detailsDescription: Used 2019 Honda Odyssey Touring FWD for sale - $44,995 - 96,559 km with Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$44,995$868/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $44,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.96,559 kmUNCERTAIN$6,784 ABOVEDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=299286512,B7254,"96,559 kilometres","$44,995 ",Carloft Kingston,"2019 Honda Odyssey Touring FWD - $44,995",null,5FNRL6H82KB503514,Carloft Kingston
1623041943-682,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=51,"Save this listingNEW: Just added2020 Mitsubishi RVR ES AWC 4WDsee listing detailsDescription: Used 2020 Mitsubishi RVR ES AWC 4WD for sale - $24,495 - 38,979 km with Bluetooth, Backup Camera, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Grey$24,495$473/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $24,495 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.38,979 kmFAIR DEAL$460 ABOVEDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303528918,B7623,"38,979 kilometres","$24,495 ",Carloft Kingston,"2020 Mitsubishi RVR ES AWC 4WD - $24,495",null,JA4AJ3AU1LU602109,Carloft Kingston
1623031614-11,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=97,"Image Not AvailableSave this listing2008 Hyundai Accentsee listing detailsDescription: Used 2008 Hyundai Accent for sale122,084 kmCertified Pre-Owned: NoTransmission: ManualColour: BLUENo Price Listed122,084 kmNO PRICE ANALYSISDealer3.9  (18)Guru9VK2CLMay 10, 2021Fair and open very responsive CarGurus UserApr. 20, 2021Great to work with!CarGurus UserMar. 15, 2021ExcellentRead 15 more dealer reviews...Kingston, ON (4 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=298936734,21P030,"122,084 kilometres",null,null,2008 Hyundai Accent,James Braden Ford,KMHCN45C08U226645,James Braden Ford
